game_ticker,side,entry_price,entry_game_seconds,entry_period,exit_price,exit_game_seconds,exit_type,contracts,gross_pnl,net_pnl,hold_time_sec,max_adverse_excursion,max_favorable_excursion,avg_in_triggered,avg_in_price,effective_cost_basis,would_have_completed_if_held,abs_spread
KXNBAGAME-26APR02SASLAC,dog,0.39180157439890473,686.7,1,0.3383524369100367,784.0,stop_loss,50,-2.6724568744434016,-3.0824568744434018,97.29999999999995,0.3383524369100367,0.41157894736842093,False,,0.39180157439890473,False,3.5
KXNBAGAME-26APR03MINPHI,fav,0.3841810802976133,1211.0,2,0.3206275886738459,1504.0,stop_loss,50,-3.17767458118837,-3.58767458118837,293.0,0.3206275886738459,0.4620431387132763,False,,0.3841810802976133,True,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3915760152470311,0.0,1,0.3317613336350609,233.0,stop_loss,100,-3.614349725735167,-4.414349725735167,233.0,0.3317613336350609,0.3915760152470311,True,0.344233646537794,0.36790483089241255,True,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3858561758595269,509.0,1,0.3305902638275078,581.0,stop_loss,50,-2.763295601600955,-3.1732956016009553,72.0,0.3305902638275078,0.3858561758595269,False,,0.3858561758595269,True,2.5
KXNBAGAME-26APR03MINPHI,dog,0.39952945714010235,779.0,2,0.5442568777761857,1115.0,round_trip,100,17.20502088123603,16.35502088123603,336.0,0.3442775858565331,0.5442568777761857,True,0.3448838807875485,0.37220666896382537,True,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3972874873448573,1762.0,3,0.5040228276675722,1847.0,round_trip,50,5.336767016135745,4.9067670161357455,85.0,0.36242685243825223,0.5040228276675722,False,,0.39728748734485736,True,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3754744023828315,2033.0,3,0.3359713399689893,2051.0,stop_loss,100,-2.6014256944351573,-3.4114256944351573,18.0,0.3359713399689893,0.3754744023828315,True,0.3484967914438504,0.3619855969133409,False,2.5
KXNBAGAME-26APR03NOPSAC,fav,0.3048579838315881,2723.0,4,0.333859229580786,2723.0,stop_loss,50,1.4500622874598967,1.0600622874598968,0.0,0.3048579838315881,0.333859229580786,False,,0.3048579838315881,False,5.5
KXNBAGAME-26APR03NOPSAC,fav,0.3598782436703191,2723.0,4,0.1734899977469732,2820.0,stop_loss,50,-9.319412296167295,-9.659412296167297,97.0,0.1734899977469732,0.4589044740342698,False,,0.3598782436703191,False,5.5
KXNBAGAME-26APR03NOPSAC,dog,0.3067400707825403,0.0,1,0.29912588347659996,28.0,stop_loss,50,-0.38070936529701527,-0.7607093652970152,28.0,0.29912588347659996,0.3067400707825403,False,,0.3067400707825403,True,5.5
KXNBAGAME-26APR04DETPHI,dog,0.3516335507958732,0.0,1,0.33617337778917666,278.0,stop_loss,50,-0.7730086503348268,-1.1730086503348267,278.0,0.33617337778917666,0.43688870151770653,False,,0.3516335507958732,False,3.5
KXNBAGAME-26APR04SASDEN,fav,0.3947655116110304,3011.0,5,0.2161815040680418,3042.0,stop_loss,50,-8.92920037714943,-9.289200377149431,31.0,0.2161815040680418,0.3947655116110304,False,,0.3947655116110304,False,2.5
KXNBAGAME-26APR04SASDEN,dog,0.3987114399544678,124.0,1,0.29946380952380947,591.0,stop_loss,50,-4.962381521532917,-5.362381521532917,467.0,0.29946380952380947,0.41824589594371564,False,,0.3987114399544678,True,2.5
KXNBAGAME-26APR04SASDEN,dog,0.3604154063319218,685.4,1,0.33300099942457373,693.2,stop_loss,50,-1.3707203453674062,-1.780720345367406,7.800000000000068,0.33300099942457373,0.40258658643968304,False,,0.3604154063319218,True,2.5
KXNBAGAME-26APR04SASDEN,dog,0.3873907583041012,1626.0,3,0.31479484002623714,1675.0,stop_loss,50,-3.6297959138932008,-4.029795913893201,49.0,0.31479484002623714,0.3873907583041012,False,,0.38739075830410113,True,2.5
KXNBAGAME-26APR04SASDEN,dog,0.3716912392333359,2716.0,4,0.3281661091694541,2716.0,stop_loss,50,-2.176256503194093,-2.586256503194093,0.0,0.3281661091694541,0.3716912392333359,False,,0.3716912392333359,True,2.5
KXNBAGAME-26APR05CHAMIN,dog,0.36307814289489904,23.0,1,0.3267234379641548,62.0,stop_loss,50,-1.817735246537211,-2.227735246537211,39.0,0.3267234379641548,0.3728676939910641,False,,0.36307814289489904,True,2.5
KXNBAGAME-26APR05CHAMIN,dog,0.39636099150471316,1057.0,2,0.5172567073326684,1449.0,round_trip,50,6.044785791397761,5.614785791397761,392.0,0.39032203662062315,0.5172567073326684,False,,0.39636099150471316,True,2.5
KXNBAGAME-26APR05CHAMIN,dog,0.3995393927341876,1549.0,3,0.3237185696278113,1651.0,stop_loss,50,-3.7910411553188155,-4.201041155318816,102.0,0.3237185696278113,0.40783554215200735,False,,0.3995393927341876,False,2.5
KXNBAGAME-26APR05HOUGSW,fav,0.3814102494177707,2863.9,4,0.8671413088437795,2863.9,round_trip,50,24.28655297130044,23.96655297130044,0.0,0.3814102494177707,0.8671413088437795,False,,0.3814102494177707,True,3.5
KXNBAGAME-26APR05HOUGSW,dog,0.3911164482522623,137.0,1,0.3306157654103482,813.0,stop_loss,50,-3.025034142095709,-3.4350341420957093,676.0,0.3306157654103482,0.46975822328400474,False,,0.3911164482522624,True,3.5
KXNBAGAME-26APR05HOUGSW,dog,0.3758475590830489,1225.0,2,0.33106836728703093,1259.0,stop_loss,50,-2.238959589800899,-2.6489595898008993,34.0,0.33106836728703093,0.3758475590830489,False,,0.3758475590830489,True,3.5
KXNBAGAME-26APR05HOUGSW,dog,0.1328586911562205,2863.9,4,0.010000000000000009,2879.9,stop_loss,50,-6.142934557811024,-6.2629345578110245,16.0,0.010000000000000009,0.1328586911562205,False,,0.1328586911562205,False,3.5
KXNBAGAME-26APR05LALDAL,fav,0.3945535759349922,248.0,1,0.5092026498523425,373.0,round_trip,50,5.73245369586752,5.30245369586752,125.0,0.3919305442729488,0.5092026498523425,False,,0.39455357593499213,True,1.5
KXNBAGAME-26APR05LALDAL,fav,0.3912162990196078,556.0,1,0.3247238952997466,664.2,stop_loss,50,-3.3246201859930586,-3.734620185993059,108.20000000000005,0.3247238952997466,0.3989001671102309,False,,0.3912162990196078,True,1.5
KXNBAGAME-26APR05LALDAL,fav,0.3942361971581674,1725.0,3,0.3344600674915635,1745.0,stop_loss,50,-2.9888064833301975,-3.3988064833301976,20.0,0.3344600674915635,0.3942361971581674,False,,0.39423619715816743,False,1.5
KXNBAGAME-26APR05MEMMIL,dog,0.2799999999999999,0.0,1,0.27880715705765413,31.0,stop_loss,50,-0.05964214711728921,-0.4196421471172892,31.0,0.27880715705765413,0.2799999999999999,False,,0.2799999999999999,False,5.5
KXNBAGAME-26APR05MEMMIL,dog,0.3994953825857519,171.0,1,0.3328721047331319,193.0,stop_loss,50,-3.3311638926310003,-3.7411638926310005,22.0,0.3328721047331319,0.4077805178791615,False,,0.3994953825857519,False,5.5
KXNBAGAME-26APR05ORLNOP,fav,0.3549981537552617,1504.0,3,0.3380772874932322,1639.0,stop_loss,50,-0.8460433131014788,-1.2560433131014788,135.0,0.3380772874932322,0.4503324132965318,False,,0.3549981537552618,True,4.5
KXNBAGAME-26APR05ORLNOP,fav,0.3912305295950155,1878.0,3,0.3277883831917122,1981.0,stop_loss,100,-3.871922413358469,-4.671922413358469,103.0,0.3277883831917122,0.3974470422093205,True,0.3417846850555784,0.3665076073252969,True,4.5
KXNBAGAME-26APR05ORLNOP,fav,0.3983761482173439,2035.0,3,0.3256515486725663,2268.0,stop_loss,50,-3.63622997723888,-4.04622997723888,233.0,0.3256515486725663,0.4436394979259817,False,,0.3983761482173439,True,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.289927494199536,19.0,1,0.2902624587729147,43.0,stop_loss,50,0.016748228668934217,-0.3632517713310658,24.0,0.289927494199536,0.2902624587729147,False,,0.289927494199536,True,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.3986389496717725,586.0,1,0.33549398264763497,663.0,stop_loss,50,-3.157248351206878,-3.567248351206878,77.0,0.33549398264763497,0.4095534032822168,False,,0.39863894967177255,True,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.3590073536718673,2533.0,4,0.3138497889231934,2539.0,stop_loss,50,-2.2578782374336974,-2.6578782374336973,6.0,0.3138497889231934,0.3590073536718673,False,,0.3590073536718673,False,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.2753892714946733,2609.0,4,0.31975791544928744,2626.0,stop_loss,50,2.2184321977307064,1.8384321977307063,17.0,0.2753892714946733,0.31975791544928744,False,,0.2753892714946733,False,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.3301665719299113,2670.0,4,0.3129423378037989,2677.0,stop_loss,50,-0.8612117063056193,-1.2512117063056192,7.0,0.3129423378037989,0.3301665719299113,False,,0.3301665719299113,False,4.5
KXNBAGAME-26APR05WASBKN,fav,0.3979787481128789,2236.0,4,0.5406603332814203,2296.0,round_trip,50,7.134079258427068,6.704079258427068,60.0,0.36508668404922,0.5406603332814203,False,,0.3979787481128789,True,3.5
KXNBAGAME-26APR05WASBKN,fav,0.3392690110903363,2624.0,4,0.3374502639058059,2652.0,stop_loss,50,-0.09093735922651902,-0.49093735922651904,28.0,0.3374502639058059,0.3392690110903363,False,,0.3392690110903363,True,3.5
KXNBAGAME-26APR05WASBKN,dog,0.3997858672376874,0.0,1,0.3185392261270855,394.0,stop_loss,100,-5.312516228753601,-6.1025162287536014,394.0,0.3185392261270855,0.41544264819091603,True,0.34354290959155576,0.3716643884146215,True,3.5
KXNBAGAME-26APR05WASBKN,dog,0.37692012221737226,2335.0,4,0.2988864390886744,2354.0,stop_loss,50,-3.901684156434891,-4.3016841564348915,19.0,0.2988864390886744,0.37692012221737226,False,,0.3769201222173722,True,3.5
KXNBAGAME-26APR05WASBKN,dog,0.29642031884404096,2727.0,4,0.26419968234359836,2753.0,stop_loss,50,-1.6110318250221312,-1.981031825022131,26.0,0.26419968234359836,0.29642031884404096,False,,0.29642031884404096,False,3.5
KXNBAGAME-26APR06DETORL,fav,0.3992946416699907,194.0,1,0.3326964910621394,1176.0,stop_loss,100,-4.114353728336177,-4.9143537283361765,982.0,0.3326964910621394,0.4951157307155575,True,0.3483854150210117,0.3738400283455012,False,2.5
KXNBAGAME-26APR06NYKATL,fav,0.3861710486551828,932.0,2,0.5277094616119782,1064.0,round_trip,50,7.076920647839771,6.646920647839771,132.0,0.3723474982864975,0.5277094616119782,False,,0.3861710486551828,True,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3917396516056686,2063.0,3,0.5297215127004398,2125.8,round_trip,50,6.899093054738561,6.469093054738561,62.80000000000018,0.3917396516056686,0.5297215127004398,False,,0.3917396516056686,True,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3891392688296221,2263.0,4,0.5130252842022736,2299.0,round_trip,50,6.194300768632573,5.764300768632573,36.0,0.3891392688296221,0.5130252842022736,False,,0.3891392688296221,True,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3360251248509522,2759.0,4,0.3394685645063597,2760.0,stop_loss,100,0.06157011630023135,-0.7384298836997687,1.0,0.3360251248509522,0.356829037871882,True,0.3416806018357626,0.3388528633433574,True,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3871430196836955,2828.5,4,0.1325232921382183,2850.2,stop_loss,50,-12.730986377273862,-13.050986377273862,21.699999999999818,0.1325232921382183,0.3871430196836955,False,,0.3871430196836955,False,1.5
KXNBAGAME-26APR06NYKATL,dog,0.39424670433145004,1120.0,2,0.2766783968719453,1690.0,stop_loss,50,-5.878415372975237,-6.2684153729752365,570.0,0.2766783968719453,0.45889692832764495,False,,0.39424670433145004,True,1.5
KXNBAGAME-26APR06NYKATL,dog,0.3430896705573039,2366.0,4,0.2435192943770672,2469.0,stop_loss,50,-4.978518809011835,-5.348518809011835,103.0,0.2435192943770672,0.4211278967021064,False,,0.34308967055730394,True,1.5
KXNBAGAME-26APR06NYKATL,dog,0.34977209145035515,2628.0,4,0.27910407387542846,2656.0,stop_loss,50,-3.5334008787463347,-3.913400878746335,28.0,0.27910407387542846,0.34977209145035515,False,,0.34977209145035515,True,1.5
KXNBAGAME-26APR07CHABOS,fav,0.3993599456848797,1914.0,3,0.5505669306095675,2074.0,round_trip,50,7.5603492462343915,7.130349246234392,160.0,0.3993599456848797,0.5505669306095675,False,,0.3993599456848797,True,4.5
KXNBAGAME-26APR07CHABOS,dog,0.3456435254343896,0.0,1,0.3324487421257474,35.0,stop_loss,50,-0.6597391654321108,-1.0597391654321107,35.0,0.3324487421257474,0.3456435254343896,False,,0.3456435254343896,True,4.5
KXNBAGAME-26APR07CHABOS,dog,0.397856965995378,277.0,1,0.5019944598337951,620.0,round_trip,50,5.206874691920856,4.776874691920856,343.0,0.36752529510961207,0.5019944598337951,False,,0.397856965995378,True,4.5
KXNBAGAME-26APR07CHABOS,dog,0.37233870752831444,1170.0,2,0.533897503706375,1403.5,round_trip,100,17.33280045705378,16.482800457053777,233.5,0.34880029074336005,0.533897503706375,True,0.34880029074336005,0.36056949913583725,True,4.5
KXNBAGAME-26APR07CHABOS,dog,0.38715862888596997,1777.0,3,0.5088540760951038,1877.0,round_trip,50,6.084772360456693,5.654772360456693,100.0,0.35045260072903217,0.5088540760951038,False,,0.38715862888596997,True,4.5
KXNBAGAME-26APR07CHABOS,dog,0.36705453991855164,2111.5,3,0.282180212720898,2159.2,stop_loss,100,-7.187442975470404,-7.957442975470404,47.69999999999982,0.282180212720898,0.36705453991855164,True,0.34105474503265243,0.35405464247560203,False,4.5
KXNBAGAME-26APR07HOUPHX,fav,0.3507875891374672,2245.0,4,0.3181205959956541,2259.0,stop_loss,50,-1.6333496570906565,-2.0233496570906566,14.0,0.3181205959956541,0.3507875891374672,False,,0.35078758913746727,False,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.3770917267769177,227.0,1,0.31945494114155715,302.0,stop_loss,100,-4.3062131038110465,-5.106213103811046,75.0,0.31945494114155715,0.3770917267769177,True,0.3479424175824175,0.3625170721796676,True,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.3987624197888635,1386.2,2,0.5238976599943614,1488.0,round_trip,50,6.2567620102748975,5.826762010274898,101.79999999999995,0.3771111886891255,0.5238976599943614,False,,0.3987624197888635,True,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.37925047990854777,1714.0,3,0.5067712885004796,1992.0,round_trip,50,6.376040429596589,5.946040429596589,278.0,0.366249071399092,0.5067712885004796,False,,0.37925047990854777,True,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3964662150999504,148.0,1,0.32795081967213113,234.0,stop_loss,100,-4.128701140539391,-4.928701140539391,86.0,0.32795081967213113,0.3964662150999504,True,0.3420094470550997,0.36923783107752506,False,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3919348091336935,548.0,1,0.33305858013937284,594.0,stop_loss,100,-3.4250681762601687,-4.2250681762601685,46.0,0.33305858013937284,0.3919348091336935,True,0.3426837146702556,0.3673092619019745,False,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3867948999780172,692.6,1,0.30214969112879986,997.0,stop_loss,50,-4.232260442460866,-4.632260442460867,304.4,0.30214969112879986,0.462972877773864,False,,0.3867948999780172,False,1.5
KXNBAGAME-26APR07MILBKN,fav,0.3887509184423217,1035.0,2,0.3285483135824977,1217.0,stop_loss,100,-4.043206099775432,-4.843206099775432,182.0,0.3285483135824977,0.4064445831678111,True,0.3492098307181823,0.368980374580252,False,2.5
KXNBAGAME-26APR07MILBKN,fav,0.3990176659528909,1334.0,2,0.3326513569937369,1584.0,stop_loss,50,-3.3183154479577013,-3.7283154479577014,250.0,0.3326513569937369,0.4113139626021722,False,,0.3990176659528909,False,2.5
KXNBAGAME-26APR07MILBKN,fav,0.2425505115982208,2790.0,4,0.0825751090251689,2816.0,stop_loss,50,-7.998770128652596,-8.238770128652597,26.0,0.0825751090251689,0.2425505115982208,False,,0.2425505115982208,False,2.5
KXNBAGAME-26APR07MILBKN,dog,0.38173178319097323,398.0,1,0.3397590017146124,569.0,stop_loss,100,-2.5400246437231573,-3.3500246437231573,171.0,0.3397590017146124,0.38739247907162155,True,0.3485867131127145,0.3651592481518439,True,2.5
KXNBAGAME-26APR08ATLCLE,fav,0.3657535795026375,1351.0,2,0.5181137862796833,1477.0,round_trip,100,16.141166790538428,15.291166790538428,126.0,0.3445287410275968,0.5181137862796833,True,0.3476506572459606,0.35670211837429905,True,1.5
KXNBAGAME-26APR08ATLCLE,dog,0.3768242385786802,0.0,1,0.3299003269697288,193.0,stop_loss,100,-3.111960354825243,-3.911960354825243,193.0,0.3299003269697288,0.39449684895303927,True,0.3452156224572823,0.36101993051798126,True,1.5
KXNBAGAME-26APR08ATLCLE,dog,0.3794845560781651,1565.0,3,0.3392764582173564,1589.0,stop_loss,100,-2.2692609854319983,-3.0792609854319983,24.0,0.3392764582173564,0.3794845560781651,True,0.34445358006518767,0.36196906807167634,False,1.5
KXNBAGAME-26APR08PORSAS,dog,0.38848818794438567,234.0,1,0.32439793866264455,667.0,stop_loss,50,-3.204512464087056,-3.6145124640870563,433.0,0.32439793866264455,0.4851014246416031,False,,0.38848818794438567,False,3.5
KXNBAGAME-26APR09BOSNYK,fav,0.3602321306330905,2307.0,4,0.3088264131206919,2378.0,stop_loss,50,-2.5702858756199287,-2.9702858756199286,71.0,0.3088264131206919,0.3835924860814008,False,,0.3602321306330905,True,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.3817192535411825,17.0,1,0.32795153530914056,64.0,stop_loss,50,-2.688385911602097,-3.0983859116020973,47.0,0.32795153530914056,0.3817192535411825,False,,0.3817192535411825,True,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.38920463840638997,248.0,1,0.5013075528341705,556.0,round_trip,50,5.605145721389029,5.175145721389029,308.0,0.3810194440300363,0.5013075528341705,False,,0.38920463840638997,True,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.36264161201535905,820.0,2,0.3207328907495316,1310.0,stop_loss,100,-3.2795999738369517,-4.0795999738369515,490.0,0.3207328907495316,0.45315101427498117,True,0.34441616896044314,0.3535288904879011,True,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.396662440570523,1436.1,2,0.3339662902690136,1495.0,stop_loss,50,-3.1348075150754724,-3.5448075150754725,58.90000000000009,0.3339662902690136,0.3993637824805786,False,,0.396662440570523,True,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.39206048549847206,2605.0,4,0.5081136627170828,2653.0,round_trip,50,5.8026588609305385,5.372658860930539,48.0,0.3741393090790682,0.5081136627170828,False,,0.39206048549847206,True,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.3694122754129989,2697.0,4,0.2687662130357633,2769.0,stop_loss,50,-5.0323031188617815,-5.422303118861781,72.0,0.2687662130357633,0.4360014945449111,False,,0.3694122754129989,False,4.5
KXNBAGAME-26APR09INDBKN,dog,0.3922235490804873,17.0,1,0.3332738674451291,379.0,stop_loss,100,-3.4258780606175208,-4.225878060617521,362.0,0.3332738674451291,0.4775849762066622,True,0.34284174702212133,0.36753264805130426,False,2.5
KXNBAGAME-26APR09LALGSW,fav,0.3729194580914098,173.0,1,0.3347442785227801,380.0,stop_loss,100,-2.432102975578019,-3.232102975578019,207.0,0.3347442785227801,0.4246290742380003,True,0.3452111584657109,0.3590653082785603,True,4.5
KXNBAGAME-26APR09LALGSW,fav,0.3993813794227946,443.0,1,0.5164600074752382,823.0,round_trip,50,5.85393140262218,5.4239314026221805,380.0,0.3820212323850541,0.5164600074752382,False,,0.3993813794227946,True,4.5
KXNBAGAME-26APR09LALGSW,fav,0.3795872374798061,1040.0,2,0.3371310030449259,1210.0,stop_loss,50,-2.1228117217440143,-2.5328117217440145,170.0,0.3371310030449259,0.4359404240406518,False,,0.37958723747980616,False,4.5
KXNBAGAME-26APR09MIATOR,dog,0.39721349072512635,20.0,1,0.33711579461668295,487.0,stop_loss,50,-3.004884805422172,-3.4148848054221723,467.0,0.33711579461668295,0.4977235756385069,False,,0.39721349072512635,False,4.5
KXNBAGAME-26APR09PHIHOU,dog,0.32008987249339993,24.0,1,0.3231531531531533,45.0,stop_loss,50,0.153164032987668,-0.246835967012332,21.0,0.32008987249339993,0.3231531531531533,False,,0.32008987249339993,False,3.5
KXNBAGAME-26APR10DETCHA,fav,0.3613551282051281,2186.0,4,0.3245398460945958,2204.0,stop_loss,50,-1.8407641055266133,-2.2507641055266134,18.0,0.3245398460945958,0.3613551282051281,False,,0.3613551282051281,False,5.5
KXNBAGAME-26APR10DETCHA,dog,0.3580840408152334,0.0,1,0.3379641117302772,49.0,stop_loss,100,-1.363405418312155,-2.173405418312155,49.0,0.3379641117302772,0.3580840408152334,True,0.34511229101156415,0.35159816591339876,True,5.5
KXNBAGAME-26APR10DETCHA,dog,0.37803668351113606,792.0,2,0.5040138640429338,1118.0,round_trip,50,6.298859026589888,5.868859026589888,326.0,0.36172336931622207,0.5040138640429338,False,,0.37803668351113606,True,5.5
KXNBAGAME-26APR10DETCHA,dog,0.3843451504206937,1616.0,3,0.3371320009119234,1693.0,stop_loss,100,-2.7684314772032437,-3.5784314772032437,77.0,0.3371320009119234,0.39890920013731546,True,0.34528748094721795,0.36481631568395584,True,5.5
KXNBAGAME-26APR10LACPOR,dog,0.3875798628533199,644.0,1,0.3352776990648909,720.0,stop_loss,50,-2.6151081894214485,-3.0251081894214487,76.0,0.3352776990648909,0.3906796116504855,False,,0.38757986285331986,True,1.5
KXNBAGAME-26APR10LACPOR,dog,0.3706273293692566,1575.0,3,0.5167759274873525,2035.0,round_trip,50,7.307429905904794,6.877429905904794,460.0,0.35427572543992547,0.5167759274873525,False,,0.3706273293692566,True,1.5
KXNBAGAME-26APR10LACPOR,dog,0.39106082650534746,2132.0,3,0.5319539460845809,2192.0,round_trip,50,7.044655978961671,6.614655978961672,60.0,0.36341378307647565,0.5319539460845809,False,,0.39106082650534746,True,1.5
KXNBAGAME-26APR10LACPOR,dog,0.356061285857477,2378.0,4,0.26435108410575536,2395.0,stop_loss,100,-8.62385597252102,-9.38385597252102,17.0,0.26435108410575536,0.36607461650752626,True,0.3451180018044542,0.3505896438309656,False,1.5
KXNBAGAME-26APR10MEMUTA,dog,0.3735531135531135,23.0,1,0.33895152603231593,652.0,stop_loss,100,-1.8171692519736098,-2.62716925197361,629.0,0.33895152603231593,0.4201417832334189,True,0.34069332355099047,0.35712321855205204,False,3.5
KXNBAGAME-26APR10MEMUTA,dog,0.37899920990255465,822.0,2,0.32315274048333587,928.0,stop_loss,50,-2.792323470960941,-3.202323470960941,106.0,0.32315274048333587,0.39349528643944887,False,,0.37899920990255465,False,3.5
KXNBAGAME-26APR10PHXLAL,fav,0.3581247194221116,345.0,1,0.335495492259617,404.0,stop_loss,100,-1.5289389256657557,-2.338938925665756,59.0,0.335495492259617,0.4031311729391259,True,0.3434450436104375,0.3507848815162745,False,2.5
KXNBAGAME-26APR10PHXLAL,fav,0.3922337908187411,1145.0,2,0.3177867997278293,1221.0,stop_loss,100,-5.131097360166173,-5.921097360166173,76.0,0.3177867997278293,0.3927773906310491,True,0.3459617558402411,0.36909777332949106,False,2.5
KXNBAGAME-26APR12ATLMIA,dog,0.19908399470899452,0.0,1,0.1961877643996094,39.0,stop_loss,50,-0.14481151546925553,-0.42481151546925555,39.0,0.1961877643996094,0.19908399470899452,False,,0.19908399470899452,False,4.5
KXNBAGAME-26APR12NOPMIN,dog,0.3815508451837938,11.0,1,0.30809129429892135,39.0,stop_loss,50,-3.6729775442436203,-4.072977544243621,28.0,0.30809129429892135,0.3866754032258065,False,,0.38155084518379373,False,5.5
KXNBAGAME-26APR12PHXOKC,fav,0.3503926539736857,385.0,1,0.3394537978468899,405.0,stop_loss,50,-0.5469428063397892,-0.9469428063397891,20.0,0.3394537978468899,0.3503926539736857,False,,0.3503926539736857,False,5.5
KXNBAGAME-26APR12PHXOKC,dog,0.3116614892215006,22.0,1,0.3270782621001982,51.0,stop_loss,50,0.7708386439348782,0.38083864393487826,29.0,0.3116614892215006,0.3270782621001982,False,,0.3116614892215006,True,5.5
KXNBAGAME-26APR14MIACHA,fav,0.3546378460588457,2471.0,4,0.2833846277768642,2503.0,stop_loss,50,-3.562660914099075,-3.952660914099075,32.0,0.2833846277768642,0.3546378460588457,False,,0.3546378460588457,True,5.5
