game_ticker,side,entry_price,entry_game_seconds,entry_period,first_exit_price,first_exit_game_seconds,partial_qty,remainder_qty,final_exit_price,final_exit_game_seconds,exit_type,contracts,gross_pnl,net_pnl,max_adverse_excursion,max_favorable_excursion,hold_time_sec,abs_spread
KXNBAGAME-26APR06NYKATL,dog,0.34977209145035515,2628.0,4,,,0,100,0.27910407387542846,2656.0,stopped_out_full,100,-7.066801757492669,-7.82680175749267,0.27910407387542846,0.34977209145035515,28.0,1.5
KXNBAGAME-26APR07CHABOS,fav,0.3993599456848797,1914.0,3,0.5505669306095675,2074.0,25,75,0.99,2880.0,held_to_win,100,48.71817869675122,48.298178696751215,0.3993599456848797,0.9900000000000004,966.0,4.5
KXNBAGAME-26APR07CHABOS,dog,0.3456435254343896,0.0,1,,,0,100,0.3324487421257474,35.0,stopped_out_full,100,-1.3194783308642215,-2.1094783308642215,0.3324487421257474,0.3456435254343896,35.0,4.5
KXNBAGAME-26APR07CHABOS,dog,0.397856965995378,277.0,1,0.5019944598337951,620.0,25,75,0.010000000000000009,2880.0,held_to_loss,100,-27.345835103692924,-27.765835103692925,0.009999999999999565,0.6006400543151202,2603.0,4.5
KXNBAGAME-26APR07HOUPHX,fav,0.3507875891374672,2245.0,4,,,0,100,0.3181205959956541,2259.0,stopped_out_full,100,-3.266699314181313,-4.046699314181313,0.3181205959956541,0.3507875891374672,14.0,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.3770917267769177,227.0,1,,,0,100,0.31945494114155715,302.0,stopped_out_full,100,-5.763678563536054,-6.5736785635360535,0.31945494114155715,0.3770917267769177,75.0,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.3987624197888635,1386.2,2,0.5238976599943614,1488.0,25,75,0.99,2880.0,held_to_win,100,48.11119952097269,47.69119952097269,0.366249071399092,0.99,1493.8,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3964662150999504,148.0,1,,,0,100,0.32795081967213113,234.0,stopped_out_full,100,-6.8515395427819215,-7.661539542781921,0.32795081967213113,0.3964662150999504,86.0,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3919348091336935,548.0,1,,,0,100,0.33305858013937284,594.0,stopped_out_full,100,-5.887622899432067,-6.697622899432067,0.33305858013937284,0.3919348091336935,46.0,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3867948999780172,692.6,1,,,0,100,0.30214969112879986,997.0,stopped_out_full,100,-8.464520884921733,-9.254520884921732,0.30214969112879986,0.462972877773864,304.4,1.5
KXNBAGAME-26APR07MILBKN,fav,0.3887509184423217,1035.0,2,,,0,100,0.3285483135824977,1217.0,stopped_out_full,100,-6.020260485982398,-6.830260485982397,0.3285483135824977,0.4064445831678111,182.0,2.5
KXNBAGAME-26APR07MILBKN,fav,0.3990176659528909,1334.0,2,,,0,100,0.3326513569937369,1584.0,stopped_out_full,100,-6.636630895915403,-7.446630895915402,0.3326513569937369,0.4113139626021722,250.0,2.5
KXNBAGAME-26APR07MILBKN,fav,0.2425505115982208,2790.0,4,,,0,100,0.0825751090251689,2816.0,stopped_out_full,100,-15.997540257305191,-16.467540257305192,0.0825751090251689,0.2425505115982208,26.0,2.5
KXNBAGAME-26APR07MILBKN,dog,0.38173178319097323,398.0,1,,,0,100,0.3397590017146124,569.0,stopped_out_full,100,-4.197278147636091,-5.017278147636091,0.3397590017146124,0.38739247907162155,171.0,2.5
KXNBAGAME-26APR08ATLCLE,fav,0.3657535795026375,1351.0,2,0.5181137862796833,1477.0,25,75,0.99,2880.0,held_to_win,100,51.267486706728334,50.85748670672834,0.3445287410275968,0.99,1529.0,1.5
KXNBAGAME-26APR08ATLCLE,dog,0.3768242385786802,0.0,1,,,0,100,0.3299003269697288,193.0,stopped_out_full,100,-4.692391160895134,-5.502391160895134,0.3299003269697288,0.39449684895303927,193.0,1.5
KXNBAGAME-26APR08ATLCLE,dog,0.3794845560781651,1565.0,3,,,0,100,0.3392764582173564,1589.0,stopped_out_full,100,-4.020809786080875,-4.840809786080875,0.3392764582173564,0.3794845560781651,24.0,1.5
KXNBAGAME-26APR08PORSAS,dog,0.38848818794438567,234.0,1,,,0,100,0.32439793866264455,667.0,stopped_out_full,100,-6.409024928174112,-7.219024928174112,0.32439793866264455,0.4851014246416031,433.0,3.5
KXNBAGAME-26APR09BOSNYK,fav,0.3602321306330905,2307.0,4,,,0,100,0.3088264131206919,2378.0,stopped_out_full,100,-5.140571751239857,-5.9305717512398575,0.3088264131206919,0.3835924860814008,71.0,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.3817192535411825,17.0,1,,,0,100,0.32795153530914056,64.0,stopped_out_full,100,-5.376771823204194,-6.186771823204194,0.32795153530914056,0.3817192535411825,47.0,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.38920463840638997,248.0,1,0.5013075528341705,556.0,25,75,0.010000000000000009,2880.0,held_to_loss,100,-26.49777501978473,-26.91777501978473,0.010000000000000009,0.7168983974358973,2632.0,4.5
KXNBAGAME-26APR09INDBKN,dog,0.3922235490804873,17.0,1,,,0,100,0.3332738674451291,379.0,stopped_out_full,100,-5.894968163535822,-6.704968163535821,0.3332738674451291,0.4775849762066622,362.0,2.5
KXNBAGAME-26APR09LALGSW,fav,0.3729194580914098,173.0,1,,,0,100,0.3347442785227801,380.0,stopped_out_full,100,-3.8175179568629716,-4.617517956862971,0.3347442785227801,0.4246290742380003,207.0,4.5
KXNBAGAME-26APR09LALGSW,fav,0.3993813794227946,443.0,1,0.5164600074752382,823.0,25,75,0.01,2880.0,held_to_loss,100,-27.136637755398503,-27.556637755398505,0.01,0.5252805237879865,2437.0,4.5
KXNBAGAME-26APR09MIATOR,dog,0.39721349072512635,20.0,1,,,0,100,0.33711579461668295,487.0,stopped_out_full,100,-6.009769610844344,-6.829769610844345,0.33711579461668295,0.4977235756385069,467.0,4.5
KXNBAGAME-26APR09PHIHOU,dog,0.32008987249339993,24.0,1,,,0,100,0.3231531531531533,45.0,stopped_out_full,100,0.306328065975336,-0.473671934024664,0.32008987249339993,0.3231531531531533,21.0,3.5
KXNBAGAME-26APR10DETCHA,fav,0.3613551282051281,2186.0,4,,,0,100,0.3245398460945958,2204.0,stopped_out_full,100,-3.6815282110532266,-4.481528211053226,0.3245398460945958,0.3613551282051281,18.0,5.5
KXNBAGAME-26APR10DETCHA,dog,0.3580840408152334,0.0,1,,,0,100,0.3379641117302772,49.0,stopped_out_full,100,-2.011992908495614,-2.821992908495614,0.3379641117302772,0.3580840408152334,49.0,5.5
KXNBAGAME-26APR10DETCHA,dog,0.37803668351113606,792.0,2,0.5040138640429338,1118.0,25,75,0.99,2880.0,held_to_win,100,49.68667824995973,49.26667824995973,0.3366284547084081,0.99,2088.0,5.5
KXNBAGAME-26APR10LACPOR,dog,0.3875798628533199,644.0,1,,,0,100,0.3352776990648909,720.0,stopped_out_full,100,-5.230216378842897,-6.050216378842897,0.3352776990648909,0.3906796116504855,76.0,1.5
KXNBAGAME-26APR10LACPOR,dog,0.3706273293692566,1575.0,3,0.5167759274873525,2035.0,25,75,0.010000000000000009,2880.0,held_to_loss,100,-24.253334749741846,-24.663334749741846,0.010000000000000009,0.5440477347851449,1305.0,1.5
KXNBAGAME-26APR10MEMUTA,dog,0.3735531135531135,23.0,1,,,0,100,0.33895152603231593,652.0,stopped_out_full,100,-3.4601587520797565,-4.270158752079757,0.33895152603231593,0.4201417832334189,629.0,3.5
KXNBAGAME-26APR10MEMUTA,dog,0.37899920990255465,822.0,2,,,0,100,0.32315274048333587,928.0,stopped_out_full,100,-5.584646941921882,-6.394646941921882,0.32315274048333587,0.39349528643944887,106.0,3.5
KXNBAGAME-26APR10PHXLAL,fav,0.3581247194221116,345.0,1,,,0,100,0.335495492259617,404.0,stopped_out_full,100,-2.262922716249463,-3.072922716249463,0.335495492259617,0.4031311729391259,59.0,2.5
KXNBAGAME-26APR10PHXLAL,fav,0.3922337908187411,1145.0,2,,,0,100,0.3177867997278293,1221.0,stopped_out_full,100,-7.444699109091175,-8.244699109091176,0.3177867997278293,0.3927773906310491,76.0,2.5
KXNBAGAME-26APR12ATLMIA,dog,0.19908399470899452,0.0,1,,,0,100,0.1961877643996094,39.0,stopped_out_full,100,-0.28962303093851105,-0.8496230309385111,0.1961877643996094,0.19908399470899452,39.0,4.5
KXNBAGAME-26APR12NOPMIN,dog,0.3815508451837938,11.0,1,,,0,100,0.30809129429892135,39.0,stopped_out_full,100,-7.345955088487241,-8.145955088487241,0.30809129429892135,0.3866754032258065,28.0,5.5
