espn_game_id,kalshi_event_ticker,game_date,away_team,home_team,home_spread,abs_spread
401810193,KXNBAGAME-25DEC05LALBOS,2025-12-05,LAL,BOS,-8.5,8.5
401810194,KXNBAGAME-25DEC05MIAORL,2025-12-05,MIA,ORL,-6.0,6.0
401810195,KXNBAGAME-25DEC05DENATL,2025-12-05,DEN,ATL,4.5,4.5
401810196,KXNBAGAME-25DEC05SASCLE,2025-12-05,SAS,CLE,-4.0,4.0
401810197,KXNBAGAME-25DEC05PORDET,2025-12-05,POR,DET,-8.0,8.0
401810198,KXNBAGAME-25DEC05UTANYK,2025-12-05,UTA,NYK,-15.5,15.5
401810199,KXNBAGAME-25DEC05CHATOR,2025-12-05,CHA,TOR,-7.0,7.0
401810200,KXNBAGAME-25DEC05INDCHI,2025-12-05,IND,CHI,-4.5,4.5
401810201,KXNBAGAME-25DEC05PHXHOU,2025-12-05,PHX,HOU,-9.5,9.5
401810202,KXNBAGAME-25DEC05LACMEM,2025-12-05,LAC,MEM,2.0,2.0
401810203,KXNBAGAME-25DEC05PHIMIL,2025-12-05,PHI,MIL,1.0,1.0
401810204,KXNBAGAME-25DEC05DALOKC,2025-12-05,DAL,OKC,-15.5,15.5
401810205,KXNBAGAME-25DEC06NOPBKN,2025-12-06,NOP,BKN,-4.0,4.0
401810206,KXNBAGAME-25DEC06ATLWAS,2025-12-06,ATL,WAS,9.5,9.5
401810207,KXNBAGAME-25DEC06GSWCLE,2025-12-06,GSW,CLE,-9.0,9.0
401810208,KXNBAGAME-25DEC06MILDET,2025-12-06,MIL,DET,-12.5,12.5
401810209,KXNBAGAME-25DEC06SACMIA,2025-12-06,SAC,MIA,-9.0,9.0
401810210,KXNBAGAME-25DEC06LACMIN,2025-12-06,LAC,MIN,-9.5,9.5
401810211,KXNBAGAME-25DEC06HOUDAL,2025-12-06,HOU,DAL,7.5,7.5
401810212,KXNBAGAME-25DEC07ORLNYK,2025-12-07,ORL,NYK,,
401810213,KXNBAGAME-25DEC07BOSTOR,2025-12-07,BOS,TOR,3.5,3.5
401810214,KXNBAGAME-25DEC07DENCHA,2025-12-07,DEN,CHA,10.5,10.5
401810215,KXNBAGAME-25DEC07PORMEM,2025-12-07,POR,MEM,-1.0,1.0
401810216,KXNBAGAME-25DEC07GSWCHI,2025-12-07,GSW,CHI,1.0,1.0
401810217,KXNBAGAME-25DEC07LALPHI,2025-12-07,LAL,PHI,3.5,3.5
401810218,KXNBAGAME-25DEC07OKCUTA,2025-12-07,OKC,UTA,11.5,11.5
401810219,KXNBAGAME-25DEC08SACIND,2025-12-08,SAC,IND,-4.0,4.0
401810220,KXNBAGAME-25DEC08PHXMIN,2025-12-08,PHX,MIN,-9.0,9.0
401810221,KXNBAGAME-25DEC08SASNOP,2025-12-08,SAS,NOP,9.0,9.0
401809833,KXNBAGAME-25DEC09MIAORL,2025-12-09,MIA,ORL,-1.0,1.0
401809834,KXNBAGAME-25DEC09NYKTOR,2025-12-09,NYK,TOR,5.5,5.5
401809835,KXNBAGAME-25DEC10PHXOKC,2025-12-10,PHX,OKC,-15.5,15.5
401809836,KXNBAGAME-25DEC10SASLAL,2025-12-10,SAS,LAL,-7.0,7.0
401836746,KXNBAGAME-25DEC11LACHOU,2025-12-11,LAC,HOU,-9.0,9.0
401836747,KXNBAGAME-25DEC11BOSMIL,2025-12-11,BOS,MIL,9.5,9.5
401836748,KXNBAGAME-25DEC11PORNOP,2025-12-11,POR,NOP,4.0,4.0
401836749,KXNBAGAME-25DEC11DENSAC,2025-12-11,DEN,SAC,10.0,10.0
401836750,KXNBAGAME-25DEC12CHICHA,2025-12-12,CHI,CHA,2.5,2.5
401836751,KXNBAGAME-25DEC12ATLDET,2025-12-12,ATL,DET,-7.0,7.0
401836752,KXNBAGAME-25DEC12INDPHI,2025-12-12,IND,PHI,-5.5,5.5
401836753,KXNBAGAME-25DEC12CLEWAS,2025-12-12,CLE,WAS,15.5,15.5
401836754,KXNBAGAME-25DEC12UTAMEM,2025-12-12,UTA,MEM,-7.0,7.0
401836795,KXNBAGAME-25DEC12BKNDAL,2025-12-12,BKN,DAL,-8.0,8.0
401836796,KXNBAGAME-25DEC12MINGSW,2025-12-12,MIN,GSW,-4.5,4.5
401809837,KXNBAGAME-25DEC13NYKORL,2025-12-13,NYK,ORL,5.5,5.5
401809838,KXNBAGAME-25DEC13SASOKC,2025-12-13,SAS,OKC,-11.0,11.0
401836797,KXNBAGAME-25DEC14WASIND,2025-12-14,WAS,IND,-10.0,10.0
401836798,KXNBAGAME-25DEC14PHIATL,2025-12-14,PHI,ATL,-5.0,5.0
401836799,KXNBAGAME-25DEC14CHACLE,2025-12-14,CHA,CLE,-11.5,11.5
401836800,KXNBAGAME-25DEC14MILBKN,2025-12-14,MIL,BKN,1.5,1.5
401836801,KXNBAGAME-25DEC14SACMIN,2025-12-14,SAC,MIN,-10.0,10.0
401836802,KXNBAGAME-25DEC14GSWPOR,2025-12-14,GSW,POR,4.5,4.5
401836804,KXNBAGAME-25DEC14NOPCHI,2025-12-14,NOP,CHI,-4.0,4.0
401839699,KXNBAGAME-25DEC14LALPHX,2025-12-14,LAL,PHX,-1.5,1.5
401836803,KXNBAGAME-25DEC15DETBOS,2025-12-15,DET,BOS,-1.5,1.5
401836805,KXNBAGAME-25DEC15DALUTA,2025-12-15,DAL,UTA,2.0,2.0
401836806,KXNBAGAME-25DEC15HOUDEN,2025-12-15,HOU,DEN,1.0,1.0
401836807,KXNBAGAME-25DEC15MEMLAC,2025-12-15,MEM,LAC,-4.5,4.5
401839023,KXNBAGAME-25DEC15TORMIA,2025-12-15,TOR,MIA,-6.0,6.0
401810222,KXNBAGAME-25DEC17CLECHI,2025-12-17,CLE,CHI,5.5,5.5
401810223,KXNBAGAME-25DEC17MEMMIN,2025-12-17,MEM,MIN,-7.5,7.5
401810224,KXNBAGAME-25DEC18LACOKC,2025-12-18,LAC,OKC,-17.0,17.0
401810225,KXNBAGAME-25DEC18WASSAS,2025-12-18,WAS,SAS,-15.5,15.5
401810226,KXNBAGAME-25DEC18ATLCHA,2025-12-18,ATL,CHA,4.5,4.5
401810227,KXNBAGAME-25DEC18NYKIND,2025-12-18,NYK,IND,3.5,3.5
401810228,KXNBAGAME-25DEC18MIABKN,2025-12-18,MIA,BKN,7.5,7.5
401810229,KXNBAGAME-25DEC18TORMIL,2025-12-18,TOR,MIL,4.0,4.0
401810230,KXNBAGAME-25DEC18HOUNOP,2025-12-18,HOU,NOP,9.5,9.5
401810231,KXNBAGAME-25DEC18DETDAL,2025-12-18,DET,DAL,7.0,7.0
401810232,KXNBAGAME-25DEC18ORLDEN,2025-12-18,ORL,DEN,-6.5,6.5
401810233,KXNBAGAME-25DEC18GSWPHX,2025-12-18,GSW,PHX,1.5,1.5
401810234,KXNBAGAME-25DEC18LALUTA,2025-12-18,LAL,UTA,9.0,9.0
401810235,KXNBAGAME-25DEC18SACPOR,2025-12-18,SAC,POR,-9.0,9.0
401810236,KXNBAGAME-25DEC19MIABOS,2025-12-19,MIA,BOS,-7.0,7.0
401810237,KXNBAGAME-25DEC19PHINYK,2025-12-19,PHI,NYK,-6.5,6.5
401810238,KXNBAGAME-25DEC19SASATL,2025-12-19,SAS,ATL,3.5,3.5
401810239,KXNBAGAME-25DEC19CHICLE,2025-12-19,CHI,CLE,-4.5,4.5
401810240,KXNBAGAME-25DEC19OKCMIN,2025-12-19,OKC,MIN,7.0,7.0
401810241,KXNBAGAME-25DEC20HOUDEN,2025-12-20,HOU,DEN,1.0,1.0
401810242,KXNBAGAME-25DEC20DALPHI,2025-12-20,DAL,PHI,-1.0,1.0
401810243,KXNBAGAME-25DEC20BOSTOR,2025-12-20,BOS,TOR,-2.0,2.0
401810244,KXNBAGAME-25DEC20INDNOP,2025-12-20,IND,NOP,-2.0,2.0
401810245,KXNBAGAME-25DEC20CHADET,2025-12-20,CHA,DET,-10.5,10.5
401810246,KXNBAGAME-25DEC20WASMEM,2025-12-20,WAS,MEM,-12.5,12.5
401810247,KXNBAGAME-25DEC20PHXGSW,2025-12-20,PHX,GSW,-6.0,6.0
401810248,KXNBAGAME-25DEC20ORLUTA,2025-12-20,ORL,UTA,7.5,7.5
401810249,KXNBAGAME-25DEC20PORSAC,2025-12-20,POR,SAC,4.0,4.0
401810250,KXNBAGAME-25DEC20LALLAC,2025-12-20,LAL,LAC,2.0,2.0
401810251,KXNBAGAME-25DEC21CHIATL,2025-12-21,CHI,ATL,-4.0,4.0
401810252,KXNBAGAME-25DEC21TORBKN,2025-12-21,TOR,BKN,3.5,3.5
401810253,KXNBAGAME-25DEC21MIANYK,2025-12-21,MIA,NYK,-7.0,7.0
401810254,KXNBAGAME-25DEC21SASWAS,2025-12-21,SAS,WAS,16.0,16.0
401810255,KXNBAGAME-25DEC21MILMIN,2025-12-21,MIL,MIN,-11.5,11.5
401810256,KXNBAGAME-25DEC21HOUSAC,2025-12-21,HOU,SAC,11.5,11.5
401810257,KXNBAGAME-25DEC22CHACLE,2025-12-22,CHA,CLE,-9.5,9.5
401810258,KXNBAGAME-25DEC22INDBOS,2025-12-22,IND,BOS,-12.0,12.0
401810259,KXNBAGAME-25DEC22DALNOP,2025-12-22,DAL,NOP,-1.0,1.0
401810260,KXNBAGAME-25DEC22UTADEN,2025-12-22,UTA,DEN,-13.0,13.0
401810261,KXNBAGAME-25DEC22MEMOKC,2025-12-22,MEM,OKC,-15.5,15.5
401810262,KXNBAGAME-25DEC22ORLGSW,2025-12-22,ORL,GSW,-6.0,6.0
401810263,KXNBAGAME-25DEC22DETPOR,2025-12-22,DET,POR,6.0,6.0
401810264,KXNBAGAME-25DEC23WASCHA,2025-12-23,WAS,CHA,-6.5,6.5
401810265,KXNBAGAME-25DEC23BKNPHI,2025-12-23,BKN,PHI,-9.0,9.0
401810266,KXNBAGAME-25DEC23CHIATL,2025-12-23,CHI,ATL,-3.5,3.5
401810267,KXNBAGAME-25DEC23NOPCLE,2025-12-23,NOP,CLE,-9.0,9.0
401810268,KXNBAGAME-25DEC23MILIND,2025-12-23,MIL,IND,1.5,1.5
401810269,KXNBAGAME-25DEC23TORMIA,2025-12-23,TOR,MIA,-5.5,5.5
401810270,KXNBAGAME-25DEC23DENDAL,2025-12-23,DEN,DAL,6.5,6.5
401810271,KXNBAGAME-25DEC23NYKMIN,2025-12-23,NYK,MIN,-7.0,7.0
401810272,KXNBAGAME-25DEC23OKCSAS,2025-12-23,OKC,SAS,7.0,7.0
401810273,KXNBAGAME-25DEC23LALPHX,2025-12-23,LAL,PHX,-4.0,4.0
401810274,KXNBAGAME-25DEC23MEMUTA,2025-12-23,MEM,UTA,4.0,4.0
401810275,KXNBAGAME-25DEC23ORLPOR,2025-12-23,ORL,POR,1.5,1.5
401810276,KXNBAGAME-25DEC23DETSAC,2025-12-23,DET,SAC,9.0,9.0
401810277,KXNBAGAME-25DEC23HOULAC,2025-12-23,HOU,LAC,8.0,8.0
401809238,KXNBAGAME-25DEC25CLENYK,2025-12-25,CLE,NYK,-5.5,5.5
401809239,KXNBAGAME-25DEC25SASOKC,2025-12-25,SAS,OKC,-10.0,10.0
401809240,KXNBAGAME-25DEC25DALGSW,2025-12-25,DAL,GSW,-8.0,8.0
401809241,KXNBAGAME-25DEC25HOULAL,2025-12-25,HOU,LAL,2.5,2.5
401809242,KXNBAGAME-25DEC25MINDEN,2025-12-25,MIN,DEN,-1.0,1.0
401810278,KXNBAGAME-25DEC26MIAATL,2025-12-26,MIA,ATL,-3.0,3.0
401810279,KXNBAGAME-25DEC26CHAORL,2025-12-26,CHA,ORL,-5.5,5.5
401810280,KXNBAGAME-25DEC26TORWAS,2025-12-26,TOR,WAS,8.5,8.5
401810281,KXNBAGAME-25DEC26BOSIND,2025-12-26,BOS,IND,8.5,8.5
401810282,KXNBAGAME-25DEC26PHICHI,2025-12-26,PHI,CHI,1.0,1.0
401810283,KXNBAGAME-25DEC26MILMEM,2025-12-26,MIL,MEM,-6.0,6.0
401810284,KXNBAGAME-25DEC26PHXNOP,2025-12-26,PHX,NOP,4.5,4.5
401810285,KXNBAGAME-25DEC26DETUTA,2025-12-26,DET,UTA,9.5,9.5
401810286,KXNBAGAME-25DEC26LACPOR,2025-12-26,LAC,POR,2.5,2.5
401810287,KXNBAGAME-25DEC27DALSAC,2025-12-27,DAL,SAC,3.0,3.0
401810288,KXNBAGAME-25DEC27DENORL,2025-12-27,DEN,ORL,4.0,4.0
401810289,KXNBAGAME-25DEC27PHXNOP,2025-12-27,PHX,NOP,4.5,4.5
401810290,KXNBAGAME-25DEC27NYKATL,2025-12-27,NYK,ATL,6.0,6.0
401810291,KXNBAGAME-25DEC27INDMIA,2025-12-27,IND,MIA,-6.5,6.5
401810292,KXNBAGAME-25DEC27MILCHI,2025-12-27,MIL,CHI,-2.5,2.5
401810293,KXNBAGAME-25DEC27CLEHOU,2025-12-27,CLE,HOU,-2.5,2.5
401810294,KXNBAGAME-25DEC27BKNMIN,2025-12-27,BKN,MIN,-12.0,12.0
401810295,KXNBAGAME-25DEC27UTASAS,2025-12-27,UTA,SAS,-14.0,14.0
401810296,KXNBAGAME-25DEC28GSWTOR,2025-12-28,GSW,TOR,4.5,4.5
401810297,KXNBAGAME-25DEC28PHIOKC,2025-12-28,PHI,OKC,-15.0,15.0
401810298,KXNBAGAME-25DEC28MEMWAS,2025-12-28,MEM,WAS,7.5,7.5
401810299,KXNBAGAME-25DEC28BOSPOR,2025-12-28,BOS,POR,6.5,6.5
401810300,KXNBAGAME-25DEC28DETLAC,2025-12-28,DET,LAC,3.0,3.0
401810301,KXNBAGAME-25DEC28SACLAL,2025-12-28,SAC,LAL,-13.0,13.0
401810302,KXNBAGAME-25DEC29MILCHA,2025-12-29,MIL,CHA,3.5,3.5
401810303,KXNBAGAME-25DEC29PHXWAS,2025-12-29,PHX,WAS,10.5,10.5
401810304,KXNBAGAME-25DEC29GSWBKN,2025-12-29,GSW,BKN,6.5,6.5
401810305,KXNBAGAME-25DEC29DENMIA,2025-12-29,DEN,MIA,2.0,2.0
401810306,KXNBAGAME-25DEC29ORLTOR,2025-12-29,ORL,TOR,1.5,1.5
401810307,KXNBAGAME-25DEC29MINCHI,2025-12-29,MIN,CHI,6.5,6.5
401810308,KXNBAGAME-25DEC29INDHOU,2025-12-29,IND,HOU,-13.5,13.5
401810309,KXNBAGAME-25DEC29NYKNOP,2025-12-29,NYK,NOP,8.0,8.0
401810310,KXNBAGAME-25DEC29ATLOKC,2025-12-29,ATL,OKC,-17.0,17.0
401810311,KXNBAGAME-25DEC29CLESAS,2025-12-29,CLE,SAS,-3.0,3.0
401810312,KXNBAGAME-25DEC29DALPOR,2025-12-29,DAL,POR,-2.0,2.0
401810313,KXNBAGAME-25DEC30PHIMEM,2025-12-30,PHI,MEM,-1.0,1.0
401810314,KXNBAGAME-25DEC30BOSUTA,2025-12-30,BOS,UTA,8.5,8.5
401810315,KXNBAGAME-25DEC30DETLAL,2025-12-30,DET,LAL,2.5,2.5
401810316,KXNBAGAME-25DEC30SACLAC,2025-12-30,SAC,LAC,-10.0,10.0
401810317,KXNBAGAME-25DEC31GSWCHA,2025-12-31,GSW,CHA,7.5,7.5
401810318,KXNBAGAME-25DEC31MINATL,2025-12-31,MIN,ATL,6.0,6.0
401810319,KXNBAGAME-25DEC31ORLIND,2025-12-31,ORL,IND,4.0,4.0
401810320,KXNBAGAME-25DEC31PHXCLE,2025-12-31,PHX,CLE,-6.5,6.5
401810321,KXNBAGAME-25DEC31NOPCHI,2025-12-31,NOP,CHI,-2.0,2.0
401810322,KXNBAGAME-25DEC31NYKSAS,2025-12-31,NYK,SAS,-3.0,3.0
401810323,KXNBAGAME-25DEC31DENTOR,2025-12-31,DEN,TOR,-6.5,6.5
401810324,KXNBAGAME-25DEC31WASMIL,2025-12-31,WAS,MIL,-10.5,10.5
401810325,KXNBAGAME-25DEC31POROKC,2025-12-31,POR,OKC,-16.0,16.0
401810326,KXNBAGAME-26JAN01HOUBKN,2026-01-01,HOU,BKN,11.5,11.5
401810327,KXNBAGAME-26JAN01MIADET,2026-01-01,MIA,DET,-5.0,5.0
401810328,KXNBAGAME-26JAN01PHIDAL,2026-01-01,PHI,DAL,2.5,2.5
401810329,KXNBAGAME-26JAN01BOSSAC,2026-01-01,BOS,SAC,9.5,9.5
401810330,KXNBAGAME-26JAN01UTALAC,2026-01-01,UTA,LAC,-14.5,14.5
401810331,KXNBAGAME-26JAN02SASIND,2026-01-02,SAS,IND,5.5,5.5
401810332,KXNBAGAME-26JAN02BKNWAS,2026-01-02,BKN,WAS,-3.5,3.5
401810333,KXNBAGAME-26JAN02DENCLE,2026-01-02,DEN,CLE,-13.5,13.5
401810334,KXNBAGAME-26JAN02ATLNYK,2026-01-02,ATL,NYK,-6.5,6.5
401810335,KXNBAGAME-26JAN02ORLCHI,2026-01-02,ORL,CHI,5.0,5.0
401810336,KXNBAGAME-26JAN02CHAMIL,2026-01-02,CHA,MIL,-5.5,5.5
401810337,KXNBAGAME-26JAN02PORNOP,2026-01-02,POR,NOP,3.5,3.5
401810338,KXNBAGAME-26JAN02SACPHX,2026-01-02,SAC,PHX,-13.0,13.0
401810339,KXNBAGAME-26JAN02OKCGSW,2026-01-02,OKC,GSW,13.5,13.5
401810340,KXNBAGAME-26JAN02MEMLAL,2026-01-02,MEM,LAL,-4.0,4.0
401810341,KXNBAGAME-26JAN03MINMIA,2026-01-03,MIN,MIA,2.5,2.5
401810342,KXNBAGAME-26JAN03PHINYK,2026-01-03,PHI,NYK,-3.0,3.0
401810343,KXNBAGAME-26JAN03ATLTOR,2026-01-03,ATL,TOR,-4.5,4.5
401810344,KXNBAGAME-26JAN03CHACHI,2026-01-03,CHA,CHI,-1.5,1.5
401810345,KXNBAGAME-26JAN03PORSAS,2026-01-03,POR,SAS,-8.0,8.0
401810346,KXNBAGAME-26JAN03HOUDAL,2026-01-03,HOU,DAL,8.0,8.0
401810347,KXNBAGAME-26JAN03UTAGSW,2026-01-03,UTA,GSW,-10.5,10.5
401810348,KXNBAGAME-26JAN03BOSLAC,2026-01-03,BOS,LAC,-1.5,1.5
401810349,KXNBAGAME-26JAN04DETCLE,2026-01-04,DET,CLE,-4.0,4.0
401810350,KXNBAGAME-26JAN04INDORL,2026-01-04,IND,ORL,-6.5,6.5
401810351,KXNBAGAME-26JAN04DENBKN,2026-01-04,DEN,BKN,2.0,2.0
401810352,KXNBAGAME-26JAN04NOPMIA,2026-01-04,NOP,MIA,-9.0,9.0
401810353,KXNBAGAME-26JAN04MINWAS,2026-01-04,MIN,WAS,11.0,11.0
401810354,KXNBAGAME-26JAN04OKCPHX,2026-01-04,OKC,PHX,9.0,9.0
401810355,KXNBAGAME-26JAN04MILSAC,2026-01-04,MIL,SAC,6.0,6.0
401810356,KXNBAGAME-26JAN04MEMLAL,2026-01-04,MEM,LAL,-5.0,5.0
401810357,KXNBAGAME-26JAN05NYKDET,2026-01-05,NYK,DET,1.0,1.0
401810358,KXNBAGAME-26JAN05CHIBOS,2026-01-05,CHI,BOS,-10.5,10.5
401810359,KXNBAGAME-26JAN05ATLTOR,2026-01-05,ATL,TOR,-2.5,2.5
401810360,KXNBAGAME-26JAN05PHXHOU,2026-01-05,PHX,HOU,-8.5,8.5
401810361,KXNBAGAME-26JAN05CHAOKC,2026-01-05,CHA,OKC,-15.5,15.5
401810362,KXNBAGAME-26JAN05DENPHI,2026-01-05,DEN,PHI,-15.0,15.0
401810363,KXNBAGAME-26JAN05GSWLAC,2026-01-05,GSW,LAC,3.0,3.0
401810364,KXNBAGAME-26JAN05UTAPOR,2026-01-05,UTA,POR,-6.0,6.0
401810365,KXNBAGAME-26JAN06CLEIND,2026-01-06,CLE,IND,6.5,6.5
401810366,KXNBAGAME-26JAN06ORLWAS,2026-01-06,ORL,WAS,7.5,7.5
401810367,KXNBAGAME-26JAN06SASMEM,2026-01-06,SAS,MEM,6.0,6.0
401810368,KXNBAGAME-26JAN06MIAMIN,2026-01-06,MIA,MIN,-5.0,5.0
401810369,KXNBAGAME-26JAN06LALNOP,2026-01-06,LAL,NOP,5.5,5.5
401810370,KXNBAGAME-26JAN06DALSAC,2026-01-06,DAL,SAC,5.0,5.0
401810371,KXNBAGAME-26JAN07TORCHA,2026-01-07,TOR,CHA,2.0,2.0
401810372,KXNBAGAME-26JAN07CHIDET,2026-01-07,CHI,DET,-8.5,8.5
401810373,KXNBAGAME-26JAN07WASPHI,2026-01-07,WAS,PHI,-16.0,16.0
401810374,KXNBAGAME-26JAN07NOPATL,2026-01-07,NOP,ATL,-10.5,10.5
401810375,KXNBAGAME-26JAN07DENBOS,2026-01-07,DEN,BOS,-9.5,9.5
401810376,KXNBAGAME-26JAN07ORLBKN,2026-01-07,ORL,BKN,2.5,2.5
401810377,KXNBAGAME-26JAN07LACNYK,2026-01-07,LAC,NYK,-5.0,5.0
401810378,KXNBAGAME-26JAN07LALSAS,2026-01-07,LAL,SAS,-7.5,7.5
401810379,KXNBAGAME-26JAN07PHXMEM,2026-01-07,PHX,MEM,7.0,7.0
401810380,KXNBAGAME-26JAN07UTAOKC,2026-01-07,UTA,OKC,-19.0,19.0
401810381,KXNBAGAME-26JAN07MILGSW,2026-01-07,MIL,GSW,-6.0,6.0
401810382,KXNBAGAME-26JAN07HOUPOR,2026-01-07,HOU,POR,7.5,7.5
401810383,KXNBAGAME-26JAN08INDCHA,2026-01-08,IND,CHA,-4.5,4.5
401810384,KXNBAGAME-26JAN08MIACHI,2026-01-08,MIA,CHI,7.0,7.0
401810385,KXNBAGAME-26JAN08CLEMIN,2026-01-08,CLE,MIN,-3.0,3.0
401810386,KXNBAGAME-26JAN08DALUTA,2026-01-08,DAL,UTA,5.0,5.0
401810387,KXNBAGAME-26JAN09TORBOS,2026-01-09,TOR,BOS,-9.5,9.5
401810388,KXNBAGAME-26JAN09PHIORL,2026-01-09,PHI,ORL,3.5,3.5
401810389,KXNBAGAME-26JAN09NOPWAS,2026-01-09,NOP,WAS,3.0,3.0
401810390,KXNBAGAME-26JAN09LACBKN,2026-01-09,LAC,BKN,5.5,5.5
401810391,KXNBAGAME-26JAN09OKCMEM,2026-01-09,OKC,MEM,5.5,5.5
401810392,KXNBAGAME-26JAN09ATLDEN,2026-01-09,ATL,DEN,2.0,2.0
401810393,KXNBAGAME-26JAN09NYKPHX,2026-01-09,NYK,PHX,1.0,1.0
401810394,KXNBAGAME-26JAN09SACGSW,2026-01-09,SAC,GSW,-14.5,14.5
401810395,KXNBAGAME-26JAN09HOUPOR,2026-01-09,HOU,POR,6.5,6.5
401810396,KXNBAGAME-26JAN09MILLAL,2026-01-09,MIL,LAL,-3.0,3.0
401810397,KXNBAGAME-26JAN10MINCLE,2026-01-10,MIN,CLE,3.0,3.0
401810398,KXNBAGAME-26JAN10MIAIND,2026-01-10,MIA,IND,6.5,6.5
401810399,KXNBAGAME-26JAN10LACDET,2026-01-10,LAC,DET,-2.0,2.0
401810400,KXNBAGAME-26JAN10SASBOS,2026-01-10,SAS,BOS,1.0,1.0
401810401,KXNBAGAME-26JAN10DALCHI,2026-01-10,DAL,CHI,-2.5,2.5
401810402,KXNBAGAME-26JAN10CHAUTA,2026-01-10,CHA,UTA,5.0,5.0
401810403,KXNBAGAME-26JAN11NOPORL,2026-01-11,NOP,ORL,-7.0,7.0
401810404,KXNBAGAME-26JAN11BKNMEM,2026-01-11,BKN,MEM,-8.0,8.0
401810405,KXNBAGAME-26JAN11PHITOR,2026-01-11,PHI,TOR,3.0,3.0
401810406,KXNBAGAME-26JAN11NYKPOR,2026-01-11,NYK,POR,5.0,5.0
401810407,KXNBAGAME-26JAN11SASMIN,2026-01-11,SAS,MIN,-2.5,2.5
401810408,KXNBAGAME-26JAN11MIAOKC,2026-01-11,MIA,OKC,-14.5,14.5
401810409,KXNBAGAME-26JAN11MILDEN,2026-01-11,MIL,DEN,2.5,2.5
401810410,KXNBAGAME-26JAN11WASPHX,2026-01-11,WAS,PHX,-15.0,15.0
401810411,KXNBAGAME-26JAN11ATLGSW,2026-01-11,ATL,GSW,-6.0,6.0
401810412,KXNBAGAME-26JAN11HOUSAC,2026-01-11,HOU,SAC,14.0,14.0
401810413,KXNBAGAME-26JAN12UTACLE,2026-01-12,UTA,CLE,-13.0,13.0
401810414,KXNBAGAME-26JAN12BOSIND,2026-01-12,BOS,IND,5.0,5.0
401810415,KXNBAGAME-26JAN12PHITOR,2026-01-12,PHI,TOR,3.0,3.0
401810416,KXNBAGAME-26JAN12BKNDAL,2026-01-12,BKN,DAL,-4.0,4.0
401810417,KXNBAGAME-26JAN12LALSAC,2026-01-12,LAL,SAC,9.0,9.0
401810418,KXNBAGAME-26JAN12CHALAC,2026-01-12,CHA,LAC,-5.0,5.0
401810419,KXNBAGAME-26JAN13PHXMIA,2026-01-13,PHX,MIA,-1.5,1.5
401810420,KXNBAGAME-26JAN13CHIHOU,2026-01-13,CHI,HOU,-13.0,13.0
401810421,KXNBAGAME-26JAN13MINMIL,2026-01-13,MIN,MIL,-2.0,2.0
401810422,KXNBAGAME-26JAN13DENNOP,2026-01-13,DEN,NOP,2.5,2.5
401810423,KXNBAGAME-26JAN13SASOKC,2026-01-13,SAS,OKC,-8.5,8.5
401810424,KXNBAGAME-26JAN13ATLLAL,2026-01-13,ATL,LAL,3.0,3.0
401810425,KXNBAGAME-26JAN13PORGSW,2026-01-13,POR,GSW,-10.5,10.5
401810426,KXNBAGAME-26JAN14TORIND,2026-01-14,TOR,IND,-1.0,1.0
401810427,KXNBAGAME-26JAN14CLEPHI,2026-01-14,CLE,PHI,-1.0,1.0
401810428,KXNBAGAME-26JAN14UTACHI,2026-01-14,UTA,CHI,-4.5,4.5
401810429,KXNBAGAME-26JAN14BKNNOP,2026-01-14,BKN,NOP,-1.5,1.5
401810430,KXNBAGAME-26JAN14DENDAL,2026-01-14,DEN,DAL,-2.5,2.5
401810431,KXNBAGAME-26JAN14NYKSAC,2026-01-14,NYK,SAC,11.0,11.0
401810432,KXNBAGAME-26JAN14WASLAC,2026-01-14,WAS,LAC,-11.5,11.5
401810433,KXNBAGAME-26JAN15MEMORL,2026-01-15,MEM,ORL,-5.0,5.0
401810434,KXNBAGAME-26JAN15PHXDET,2026-01-15,PHX,DET,-7.0,7.0
401810435,KXNBAGAME-26JAN15BOSMIA,2026-01-15,BOS,MIA,2.5,2.5
401810436,KXNBAGAME-26JAN15OKCHOU,2026-01-15,OKC,HOU,4.0,4.0
401810437,KXNBAGAME-26JAN15MILSAS,2026-01-15,MIL,SAS,-7.5,7.5
401810438,KXNBAGAME-26JAN15UTADAL,2026-01-15,UTA,DAL,-3.0,3.0
401810439,KXNBAGAME-26JAN15NYKGSW,2026-01-15,NYK,GSW,-7.5,7.5
401810440,KXNBAGAME-26JAN15ATLPOR,2026-01-15,ATL,POR,4.0,4.0
401810441,KXNBAGAME-26JAN15CHALAL,2026-01-15,CHA,LAL,-3.0,3.0
401810442,KXNBAGAME-26JAN16CHIBKN,2026-01-16,CHI,BKN,-1.0,1.0
401810443,KXNBAGAME-26JAN16NOPIND,2026-01-16,NOP,IND,-4.5,4.5
401810444,KXNBAGAME-26JAN16CLEPHI,2026-01-16,CLE,PHI,-2.5,2.5
401810445,KXNBAGAME-26JAN16LACTOR,2026-01-16,LAC,TOR,-2.0,2.0
401810446,KXNBAGAME-26JAN16MINHOU,2026-01-16,MIN,HOU,-4.5,4.5
401810447,KXNBAGAME-26JAN16WASSAC,2026-01-16,WAS,SAC,-7.0,7.0
401810448,KXNBAGAME-26JAN17UTADAL,2026-01-17,UTA,DAL,-3.0,3.0
401810449,KXNBAGAME-26JAN17BOSATL,2026-01-17,BOS,ATL,3.5,3.5
