game_ticker,side,entry_price,entry_time,entry_game_seconds,entry_period,outcome,exit_price,resolution_value,hold_time_sec,gross_pnl,net_pnl,max_adverse_excursion,max_favorable_excursion,mae_pct,came_close,exit_period,abs_spread
KXNBAGAME-26APR02SASLAC,dog,0.39180157439890473,2026-04-03 03:03:00+00:00,686.7,1,held_loss,0.010000000000000009,0.0,2193.3,-39.18015743989047,-39.600157439890474,0.010000000000000009,0.41157894736842093,0.9744768764256707,False,4,3.5
KXNBAGAME-26APR03MINPHI,fav,0.3841810802976133,2026-04-03 23:56:30+00:00,1211.0,2,completed,0.5096334617910558,0.5096334617910558,496.0,12.545238149344257,11.685238149344258,0.3206275886738459,0.5096334617910558,0.1654258756691882,True,3,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3915760152470311,2026-04-03 23:12:30+00:00,0.0,1,completed,0.5442568777761857,0.5442568777761857,1115.0,15.268086252915458,14.408086252915458,0.28664427664798275,0.5442568777761857,0.26797284438591246,True,2,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3972874873448573,2026-04-04 00:34:30+00:00,1762.0,3,completed,0.5040228276675722,0.5040228276675722,85.0,10.673534032271492,9.813534032271493,0.36242685243825223,0.5040228276675722,0.08774662182185719,True,3,2.5
KXNBAGAME-26APR03MINPHI,dog,0.3754744023828315,2026-04-04 00:49:30+00:00,2033.0,3,held_loss,0.010000000000000009,0.0,847.0,-37.547440238283144,-37.967440238283146,0.010000000000000009,0.3754744023828315,0.973367025990219,False,4,2.5
KXNBAGAME-26APR03NOPSAC,fav,0.3048579838315881,2026-04-04 04:17:30+00:00,2723.0,4,held_loss,0.01,0.0,157.0,-30.48579838315881,-30.865798383158808,0.01,0.4589044740342698,0.9671978411904597,False,4,5.5
KXNBAGAME-26APR03NOPSAC,dog,0.3067400707825403,2026-04-04 02:11:30+00:00,0.0,1,completed,0.6951420161684119,0.6951420161684119,2723.0,38.840194538587156,38.08019453858715,0.06385444058020195,0.6951420161684119,0.7918288262198687,True,4,5.5
KXNBAGAME-26APR04DETPHI,dog,0.3516335507958732,2026-04-04 23:11:30+00:00,0.0,1,held_loss,0.010000000000000009,0.0,2880.0,-35.16335507958732,-35.56335507958732,0.010000000000000009,0.43688870151770653,0.9715613030173986,False,4,3.5
KXNBAGAME-26APR04SASDEN,fav,0.3947655116110304,2026-04-04 21:52:30+00:00,3011.0,5,held_loss,0.01,0.0,169.0,-39.47655116110304,-39.89655116110304,0.01,0.3947655116110304,0.9746685064782123,False,5,2.5
KXNBAGAME-26APR04SASDEN,dog,0.3987114399544678,2026-04-04 19:16:30+00:00,124.0,1,completed,0.5354508479380227,0.5354508479380227,2537.0,13.673940798355488,12.813940798355489,0.0926352128883774,0.5354508479380227,0.7676635190127572,True,4,2.5
KXNBAGAME-26APR04SASDEN,dog,0.3716912392333359,2026-04-04 21:33:00+00:00,2716.0,4,completed,0.5252888211663667,0.5252888211663667,203.0,15.359758193303074,14.509758193303075,0.06690170665982276,0.5252888211663667,0.8200073082222312,True,5,2.5
KXNBAGAME-26APR05CHAMIN,dog,0.36307814289489904,2026-04-05 23:11:00+00:00,23.0,1,completed,0.5172567073326684,0.5172567073326684,1426.0,15.417856443776934,14.567856443776934,0.22813611615245022,0.5172567073326684,0.371661113132637,True,3,2.5
KXNBAGAME-26APR05CHAMIN,dog,0.3995393927341876,2026-04-06 00:26:30+00:00,1549.0,3,held_loss,0.010000000000000009,0.0,1331.0,-39.95393927341876,-40.37393927341876,0.009999999999999787,0.40783554215200735,0.9749711788578185,False,4,2.5
KXNBAGAME-26APR05HOUGSW,dog,0.3911164482522623,2026-04-06 02:16:30+00:00,137.0,1,completed,0.5699307970562555,0.5699307970562555,2710.0,17.881434880399315,17.031434880399313,0.0316484555961144,0.5699307970562555,0.9190817575237803,True,4,3.5
KXNBAGAME-26APR05HOUGSW,dog,0.1328586911562205,2026-04-06 04:37:30+00:00,2863.9,4,held_loss,0.010000000000000009,0.0,16.09999999999991,-13.28586911562205,-13.495869115622051,0.010000000000000009,0.1328586911562205,0.9247320599580375,False,4,3.5
KXNBAGAME-26APR05LALDAL,fav,0.3945535759349922,2026-04-05 23:47:30+00:00,248.0,1,completed,0.5092026498523425,0.5092026498523425,125.0,11.464907391735036,10.604907391735036,0.3919305442729488,0.5092026498523425,0.006648100085843705,True,1,1.5
KXNBAGAME-26APR05LALDAL,fav,0.3912162990196078,2026-04-05 23:58:30+00:00,556.0,1,completed,0.5008103582422787,0.5008103582422787,1110.0,10.95940592226709,10.09940592226709,0.1043285081036154,0.5008103582422787,0.7333226954882408,True,3,1.5
KXNBAGAME-26APR05LALDAL,fav,0.3942361971581674,2026-04-06 01:04:30+00:00,1725.0,3,held_loss,0.01,0.0,1155.0,-39.42361971581674,-39.84361971581674,0.01,0.3942361971581674,0.9746344955839049,False,4,1.5
KXNBAGAME-26APR05MEMMIL,dog,0.2799999999999999,2026-04-05 19:40:30+00:00,0.0,1,held_loss,0.010000000000000009,0.0,2880.0,-27.999999999999993,-28.359999999999992,0.010000000000000009,0.40792920588625203,0.9642857142857142,False,4,5.5
KXNBAGAME-26APR05ORLNOP,fav,0.3549981537552617,2026-04-06 00:27:30+00:00,1504.0,3,completed,0.5157050633353107,0.5157050633353107,1007.0,16.070690958004903,15.220690958004903,0.2189004076596465,0.5157050633353107,0.3833759264828233,True,4,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.289927494199536,2026-04-05 23:11:00+00:00,19.0,1,completed,0.5021634701559419,0.5021634701559419,1346.0,21.223597595640587,20.413597595640585,0.2479075697211155,0.5021634701559419,0.14493252733561465,True,2,4.5
KXNBAGAME-26APR05ORLNOP,dog,0.3590073536718673,2026-04-06 01:10:00+00:00,2533.0,4,held_loss,0.010000000000000009,0.0,347.0,-35.90073536718673,-36.31073536718673,0.009999999999999787,0.44405112404427716,0.9721454173634009,False,4,4.5
KXNBAGAME-26APR05WASBKN,fav,0.3979787481128789,2026-04-05 21:34:00+00:00,2236.0,4,completed,0.5406603332814203,0.5406603332814203,60.0,14.268158516854134,13.408158516854135,0.36508668404922,0.5406603332814203,0.08264779016373436,True,4,3.5
KXNBAGAME-26APR05WASBKN,fav,0.3392690110903363,2026-04-05 21:49:00+00:00,2624.0,4,completed,0.703579681155959,0.703579681155959,103.0,36.43106700656227,35.66106700656228,0.2769298735119047,0.703579681155959,0.18374545136936407,True,4,3.5
KXNBAGAME-26APR05WASBKN,dog,0.3997858672376874,2026-04-05 19:41:00+00:00,0.0,1,completed,0.5299582056283088,0.5299582056283088,2217.0,13.017233839062136,12.157233839062137,0.14542544229149112,0.5299582056283088,0.6362416628273897,True,4,3.5
KXNBAGAME-26APR05WASBKN,dog,0.37692012221737226,2026-04-05 21:39:30+00:00,2335.0,4,completed,0.5444332917524877,0.5444332917524877,216.0,16.75131695351154,15.89131695351154,0.22800323572237513,0.5444332917524877,0.39508871433803633,True,4,3.5
KXNBAGAME-26APR05WASBKN,dog,0.29642031884404096,2026-04-05 21:55:00+00:00,2727.0,4,held_loss,0.010000000000000009,0.0,153.0,-29.642031884404098,-30.0120318844041,0.010000000000000009,0.29642031884404096,0.9662641210326023,False,4,3.5
KXNBAGAME-26APR06DETORL,fav,0.3992946416699907,2026-04-06 23:16:30+00:00,194.0,1,held_loss,0.01,0.0,2686.0,-39.92946416699907,-40.34946416699907,0.01,0.4951157307155575,0.9749558372279264,True,4,2.5
KXNBAGAME-26APR06NYKATL,fav,0.3861710486551828,2026-04-06 23:52:00+00:00,932.0,2,completed,0.5277094616119782,0.5277094616119782,132.0,14.153841295679538,13.293841295679538,0.3723474982864975,0.5277094616119782,0.03579644413226987,True,2,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3917396516056686,2026-04-07 00:52:30+00:00,2063.0,3,completed,0.5297215127004398,0.5297215127004398,62.80000000000018,13.798186109477118,12.938186109477119,0.3917396516056686,0.5297215127004398,0.0,True,3,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3891392688296221,2026-04-07 01:02:00+00:00,2263.0,4,completed,0.5130252842022736,0.5130252842022736,36.0,12.388601537265147,11.528601537265148,0.3891392688296221,0.5130252842022736,0.0,True,4,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3360251248509522,2026-04-07 01:23:30+00:00,2759.0,4,completed,0.5010413008626612,0.5010413008626612,34.0,16.5016176011709,15.661617601170901,0.3360251248509522,0.5010413008626612,0.0,True,4,1.5
KXNBAGAME-26APR06NYKATL,fav,0.3871430196836955,2026-04-07 01:26:30+00:00,2828.5,4,held_loss,0.01,0.0,51.5,-38.714301968369554,-39.134301968369556,0.01,0.3871430196836955,0.9741697525421736,False,4,1.5
KXNBAGAME-26APR06NYKATL,dog,0.39424670433145004,2026-04-07 00:00:30+00:00,1120.0,2,completed,0.5610279808552043,0.5610279808552043,943.0,16.67812765237543,15.818127652375429,0.2244119282083863,0.5610279808552043,0.4307829951579778,True,3,1.5
KXNBAGAME-26APR06NYKATL,dog,0.3430896705573039,2026-04-07 01:07:30+00:00,2366.0,4,completed,0.6639748751490477,0.6639748751490477,393.0,32.08852045917438,31.288520459174386,0.21867933081489466,0.6639748751490477,0.3626175615847631,True,4,1.5
KXNBAGAME-26APR07CHABOS,fav,0.3993599456848797,2026-04-08 01:47:00+00:00,1914.0,3,completed,0.5505669306095675,0.5505669306095675,160.0,15.120698492468781,14.260698492468782,0.3993599456848797,0.5505669306095675,0.0,True,3,4.5
KXNBAGAME-26APR07CHABOS,dog,0.3456435254343896,2026-04-08 00:13:30+00:00,0.0,1,completed,0.5019944598337951,0.5019944598337951,620.0,15.635093439940551,14.795093439940551,0.3324487421257474,0.5019944598337951,0.03817454208656039,True,1,4.5
KXNBAGAME-26APR07CHABOS,dog,0.37233870752831444,2026-04-08 01:01:00+00:00,1170.0,2,completed,0.533897503706375,0.533897503706375,233.5,16.155879617806058,15.305879617806058,0.34880029074336005,0.533897503706375,0.06321775391338923,True,2,4.5
KXNBAGAME-26APR07CHABOS,dog,0.38715862888596997,2026-04-08 01:43:30+00:00,1777.0,3,completed,0.5088540760951038,0.5088540760951038,100.0,12.169544720913382,11.309544720913383,0.35045260072903217,0.5088540760951038,0.09480875645870944,True,3,4.5
KXNBAGAME-26APR07CHABOS,dog,0.36705453991855164,2026-04-08 01:55:30+00:00,2111.5,3,held_loss,0.010000000000000009,0.0,768.5,-36.705453991855165,-37.11545399185516,0.009999999999999565,0.36705453991855164,0.9727560923174563,False,4,4.5
KXNBAGAME-26APR07HOUPHX,fav,0.3507875891374672,2026-04-08 05:13:00+00:00,2245.0,4,held_loss,0.01,0.0,635.0,-35.078758913746725,-35.478758913746724,0.01,0.356083091436865,0.9714927200686077,False,4,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.3770917267769177,2026-04-08 03:18:30+00:00,227.0,1,completed,0.5238976599943614,0.5238976599943614,1261.0,14.680593321744373,13.820593321744374,0.14252737177067032,0.5238976599943614,0.6220352724551086,True,3,1.5
KXNBAGAME-26APR07HOUPHX,dog,0.37925047990854777,2026-04-08 04:47:00+00:00,1714.0,3,completed,0.5067712885004796,0.5067712885004796,278.0,12.752080859193182,11.892080859193182,0.366249071399092,0.5067712885004796,0.034281851172847294,True,3,1.5
KXNBAGAME-26APR07MIATOR,dog,0.3964662150999504,2026-04-07 23:46:00+00:00,148.0,1,held_loss,0.010000000000000009,0.0,2732.0,-39.646621509995036,-40.06662150999504,0.009999999999999787,0.462972877773864,0.9747771698592811,False,4,1.5
KXNBAGAME-26APR07MILBKN,fav,0.3887509184423217,2026-04-08 00:18:00+00:00,1035.0,2,held_loss,0.01,0.0,1845.0,-38.875091844232166,-39.29509184423217,0.01,0.4513077646939139,0.9742765881041032,False,4,2.5
KXNBAGAME-26APR07MILBKN,dog,0.38173178319097323,2026-04-07 23:52:00+00:00,398.0,1,completed,0.5031938775510205,0.5031938775510205,322.0,12.146209436004728,11.286209436004729,0.30045911229810507,0.5031938775510205,0.21290517182900898,True,2,2.5
KXNBAGAME-26APR08ATLCLE,fav,0.3657535795026375,2026-04-09 00:08:30+00:00,1351.0,2,completed,0.5181137862796833,0.5181137862796833,126.0,15.236020677704582,14.386020677704582,0.3445287410275968,0.5181137862796833,0.058030432686134906,True,3,1.5
KXNBAGAME-26APR08ATLCLE,dog,0.3768242385786802,2026-04-08 23:13:00+00:00,0.0,1,completed,0.5000887423935091,0.5000887423935091,1179.0,12.32645038148289,11.46645038148289,0.23782167215878602,0.5000887423935091,0.3688790480787257,True,2,1.5
KXNBAGAME-26APR08ATLCLE,dog,0.3794845560781651,2026-04-09 00:29:30+00:00,1565.0,3,held_loss,0.010000000000000009,0.0,1315.0,-37.94845560781651,-38.368455607816514,0.010000000000000009,0.3794845560781651,0.9736484664795153,False,4,1.5
KXNBAGAME-26APR08PORSAS,dog,0.38848818794438567,2026-04-09 01:48:00+00:00,234.0,1,held_loss,0.010000000000000231,0.0,2646.0,-38.848818794438564,-39.268818794438566,0.009999999999999787,0.4851014246416031,0.9742591916297044,True,4,3.5
KXNBAGAME-26APR09BOSNYK,fav,0.3602321306330905,2026-04-10 01:31:30+00:00,2307.0,4,completed,0.5061718100935031,0.5061718100935031,182.0,14.593967946041259,13.74396794604126,0.2831016025641026,0.5061718100935031,0.21411340496872042,True,4,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.3817192535411825,2026-04-09 23:43:30+00:00,17.0,1,completed,0.5013075528341705,0.5013075528341705,539.0,11.958829929298798,11.098829929298798,0.2934863720560994,0.5013075528341705,0.2311460076130636,True,1,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.36264161201535905,2026-04-10 00:15:30+00:00,820.0,2,completed,0.5364647670367023,0.5364647670367023,1291.6999999999998,17.382315502134325,16.532315502134324,0.13733291280786775,0.5364647670367023,0.6212985265407125,True,3,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.39206048549847206,2026-04-10 01:43:00+00:00,2605.0,4,completed,0.5081136627170828,0.5081136627170828,48.0,11.605317721861075,10.745317721861076,0.3741393090790682,0.5081136627170828,0.045710233706971394,True,4,4.5
KXNBAGAME-26APR09BOSNYK,dog,0.3694122754129989,2026-04-10 01:46:00+00:00,2697.0,4,held_loss,0.010000000000000009,0.0,183.0,-36.941227541299895,-37.35122754129989,0.010000000000000009,0.4360014945449111,0.9729299737297031,False,4,4.5
KXNBAGAME-26APR09INDBKN,dog,0.3922235490804873,2026-04-09 23:41:00+00:00,17.0,1,held_loss,0.010000000000000009,0.0,2863.0,-39.22235490804873,-39.64235490804873,0.009999999999999787,0.4775849762066622,0.9745043355416997,False,4,2.5
KXNBAGAME-26APR09LALGSW,fav,0.3729194580914098,2026-04-10 02:17:30+00:00,173.0,1,completed,0.5164600074752382,0.5164600074752382,650.0,14.354054938382843,13.504054938382843,0.3347442785227801,0.5164600074752382,0.10236843034152492,True,2,4.5
KXNBAGAME-26APR09LALGSW,fav,0.3795872374798061,2026-04-10 02:51:30+00:00,1040.0,2,held_loss,0.01,0.0,1840.0,-37.95872374798061,-38.378723747980615,0.01,0.4359404240406518,0.9736555947813392,False,4,4.5
KXNBAGAME-26APR09MIATOR,dog,0.39721349072512635,2026-04-09 23:13:00+00:00,20.0,1,held_loss,0.010000000000000009,0.0,2860.0,-39.72134907251264,-40.14134907251264,0.009999999999999787,0.4977235756385069,0.9748246214353282,True,4,4.5
KXNBAGAME-26APR09PHIHOU,dog,0.32008987249339993,2026-04-10 00:12:00+00:00,24.0,1,held_loss,0.010000000000000009,0.0,2856.0,-32.008987249339995,-32.398987249339996,0.009999999999999787,0.3332125246548323,0.9687587741464517,False,4,3.5
KXNBAGAME-26APR10DETCHA,fav,0.3613551282051281,2026-04-11 01:02:30+00:00,2186.0,4,held_loss,0.01,0.0,694.0,-36.13551282051281,-36.545512820512805,0.01,0.3613551282051281,0.9723263924614255,False,4,5.5
KXNBAGAME-26APR10DETCHA,dog,0.3580840408152334,2026-04-10 23:11:00+00:00,0.0,1,completed,0.5040138640429338,0.5040138640429338,1118.0,14.592982322770043,13.742982322770043,0.3046525331065485,0.5040138640429338,0.14921499318160014,True,2,5.5
KXNBAGAME-26APR10DETCHA,dog,0.3843451504206937,2026-04-11 00:38:30+00:00,1616.0,3,completed,0.5034979679210747,0.5034979679210747,531.0999999999999,11.915281750038098,11.055281750038098,0.3366284547084081,0.5034979679210747,0.1241506381960492,True,3,5.5
KXNBAGAME-26APR10LACPOR,dog,0.3875798628533199,2026-04-11 02:38:30+00:00,644.0,1,completed,0.5167759274873525,0.5167759274873525,1391.0,12.919606463403255,12.059606463403256,0.13710594315245495,0.5167759274873525,0.6462511180454624,True,3,1.5
KXNBAGAME-26APR10LACPOR,dog,0.39106082650534746,2026-04-11 03:53:30+00:00,2132.0,3,completed,0.5319539460845809,0.5319539460845809,60.0,14.089311957923345,13.229311957923345,0.36341378307647565,0.5319539460845809,0.07069755279743868,True,4,1.5
KXNBAGAME-26APR10LACPOR,dog,0.356061285857477,2026-04-11 04:03:30+00:00,2378.0,4,held_loss,0.010000000000000009,0.0,502.0,-35.6061285857477,-36.016128585747694,0.010000000000000009,0.36607461650752626,0.9719149472374743,False,4,1.5
KXNBAGAME-26APR10MEMUTA,dog,0.3735531135531135,2026-04-11 01:43:00+00:00,23.0,1,held_loss,0.010000000000000009,0.0,2857.0,-37.35531135531135,-37.76531135531135,0.010000000000000009,0.4221671911342181,0.9732300451068837,False,4,3.5
KXNBAGAME-26APR10PHXLAL,fav,0.3581247194221116,2026-04-11 02:53:30+00:00,345.0,1,held_loss,0.01,0.0,2535.0,-35.81247194221116,-36.22247194221116,0.01,0.4819333861490724,0.9720767669538799,True,4,2.5
KXNBAGAME-26APR12ATLMIA,dog,0.19908399470899452,2026-04-12 22:11:30+00:00,0.0,1,held_loss,0.010000000000000009,0.0,2880.0,-19.90839947089945,-20.18839947089945,0.009999999999999787,0.20498216106014266,0.9497699450193522,False,4,4.5
KXNBAGAME-26APR12NOPMIN,dog,0.3815508451837938,2026-04-13 00:42:00+00:00,11.0,1,held_loss,0.010000000000000009,0.0,2869.0,-38.155084518379375,-38.57508451837938,0.010000000000000009,0.3866754032258065,0.9737911732440718,False,4,5.5
KXNBAGAME-26APR12PHXOKC,fav,0.3503926539736857,2026-04-13 00:51:30+00:00,385.0,1,held_loss,0.01,0.0,2495.0,-35.03926539736857,-35.439265397368565,0.01,0.370270081257493,0.9714605888947917,False,4,5.5
KXNBAGAME-26APR12PHXOKC,dog,0.3116614892215006,2026-04-13 00:41:00+00:00,22.0,1,completed,0.5247156233389214,0.5247156233389214,286.0,21.30541341174208,20.48541341174208,0.29608359507127335,0.5247156233389214,0.04998337840565187,True,1,5.5
KXNBAGAME-26APR14MIACHA,fav,0.3546378460588457,2026-04-15 01:41:00+00:00,2471.0,4,completed,0.5249088490287377,0.5249088490287377,101.0,17.0271002969892,16.1771002969892,0.2833846277768642,0.5249088490287377,0.20091825808731742,True,4,5.5
KXNBAGAME-26APR14MIACHA,fav,0.3529957857448237,2026-04-15 01:48:00+00:00,2655.0,4,completed,0.5445598687807545,0.5445598687807545,214.19999999999982,19.156408303593075,18.316408303593075,0.05407248777362,0.5445598687807545,0.8468183192059173,True,4,5.5
KXNBAGAME-26APR14MIACHA,dog,0.30216014897579135,2026-04-14 23:41:30+00:00,24.0,1,completed,0.521757500066431,0.521757500066431,2411.0,21.95973510906396,21.149735109063958,0.09594336127973879,0.521757500066431,0.6824751324588947,True,4,5.5
KXNBAGAME-26APR14MIACHA,dog,0.3852056374687588,2026-04-15 01:47:00+00:00,2613.0,4,completed,0.5621900835588858,0.5621900835588858,18.0,17.698444609012697,16.838444609012694,0.3852056374687588,0.5621900835588858,0.0,True,4,5.5
KXNBAGAME-26APR14MIACHA,dog,0.3869011076415484,2026-04-15 02:06:00+00:00,2880.0,5,completed,0.6344753121647225,0.6344753121647225,291.3000000000002,24.75742045231741,23.92742045231741,0.02230601725920356,0.6344753121647225,0.9423469800973809,True,5,5.5
KXNBAGAME-26APR14MIACHA,dog,0.010000000000000231,2026-04-15 02:24:30+00:00,3180.0,5,held_loss,0.010000000000000231,0.0,0.0,-1.000000000000023,-1.020000000000023,0.010000000000000009,0.010000000000000231,2.220446049250262e-14,False,5,5.5
KXNBAGAME-26APR14PORPHX,fav,0.3909167031462212,2026-04-15 02:58:00+00:00,1015.0,2,completed,0.5046416399192615,0.5046416399192615,424.0,11.37249367730403,10.51249367730403,0.2849776384152342,0.5046416399192615,0.27100163251750536,True,2,3.5
KXNBAGAME-26APR14PORPHX,fav,0.3817406402746655,2026-04-15 03:38:30+00:00,1564.0,3,completed,0.5080233315850538,0.5080233315850538,572.5,12.628269131038827,11.768269131038828,0.2296844982006115,0.5080233315850538,0.39832317031964,True,3,3.5
KXNBAGAME-26APR14PORPHX,fav,0.2854801063665091,2026-04-15 04:44:30+00:00,2863.9,4,held_loss,0.01,0.0,16.09999999999991,-28.54801063665091,-28.90801063665091,0.01,0.2854801063665091,0.9649712894979741,False,4,3.5
KXNBAGAME-26APR14PORPHX,dog,0.39748804100227797,2026-04-15 02:16:00+00:00,0.0,1,completed,0.5131094238724649,0.5131094238724649,834.0,11.562138287018698,10.702138287018698,0.2805271512864288,0.5131094238724649,0.29425008465897184,True,2,3.5
KXNBAGAME-26APR14PORPHX,dog,0.36368713928524443,2026-04-15 04:07:30+00:00,2211.0,4,completed,0.5482244740134952,0.5482244740134952,631.6999999999998,18.453733472825075,17.603733472825073,0.08737765282511878,0.5482244740134952,0.7597450022652922,True,4,3.5
KXNBAGAME-26APR14PORPHX,dog,0.29698094688930055,2026-04-15 04:41:30+00:00,2847.5,4,completed,0.6815317315056402,0.6815317315056402,1.400000000000091,38.45507846163396,37.70507846163396,0.29698094688930055,0.6815317315056402,0.0,True,4,3.5
KXNBAGAME-26APR14PORPHX,dog,0.37265096831607636,2026-04-15 04:43:30+00:00,2848.9,4,completed,0.7145198936334909,0.7145198936334909,15.0,34.18689253174145,33.41689253174145,0.37265096831607636,0.7145198936334909,0.0,True,4,3.5
KXNBAGAME-26APR15GSWLAC,fav,0.35372785660941,2026-04-16 04:40:00+00:00,2810.0,4,held_loss,0.01,0.0,70.0,-35.372785660941,-35.782785660940995,0.01,0.35372785660941,0.9717296791498043,False,4,5.5
KXNBAGAME-26APR15GSWLAC,dog,0.34811547475217974,2026-04-16 02:18:00+00:00,0.0,1,completed,0.5122012734745689,0.5122012734745689,2748.0,16.408579872238917,15.568579872238919,0.08484123592955084,0.5122012734745689,0.7562842157765364,True,4,5.5
KXNBAGAME-26APR15ORLPHI,dog,0.3947022177921754,2026-04-16 00:16:00+00:00,800.0,2,completed,0.5248009121598963,0.5248009121598963,532.0,13.009869436772092,12.149869436772093,0.3580680092042533,0.5248009121598963,0.09281480299969153,True,2,2.5
KXNBAGAME-26APR15ORLPHI,dog,0.38029570186970496,2026-04-16 00:48:00+00:00,1434.6,2,held_loss,0.010000000000000009,0.0,1445.4,-38.029570186970496,-38.4495701869705,0.010000000000000009,0.47110154156263606,0.9737046725723286,False,4,2.5
KXNBAGAME-26FEB20CLECHA,dog,0.3253900709219859,2026-02-21 00:11:00+00:00,0.0,1,completed,0.507403759559717,0.507403759559717,2065.0,18.201368863773105,17.371368863773103,0.13080866705358885,0.507403759559717,0.5979942882616386,True,3,5.5
KXNBAGAME-26FEB20CLECHA,dog,0.3841214720143502,2026-02-21 01:53:00+00:00,2079.0,3,held_loss,0.010000000000000009,0.0,801.0,-38.41214720143502,-38.83214720143502,0.010000000000000009,0.3985263702171665,0.9739665685764465,False,4,5.5
KXNBAGAME-26FEB20DENPOR,fav,0.3654953264876251,2026-02-21 03:24:30+00:00,337.0,1,held_loss,0.01,0.0,2543.0,-36.549532648762515,-36.95953264876251,0.0099999999999999,0.3832244452873127,0.9726398690344444,False,4,1.0
KXNBAGAME-26FEB20INDWAS,fav,0.3787575290656954,2026-02-21 00:19:00+00:00,305.0,1,completed,0.5006817493946732,0.5006817493946732,252.0,12.192422032897788,11.332422032897789,0.3109513281324026,0.5006817493946732,0.17902271434855568,True,1,1.0
KXNBAGAME-26FEB20INDWAS,fav,0.3480936361087748,2026-02-21 00:48:30+00:00,948.0,2,completed,0.5056016453459014,0.5056016453459014,1063.0,15.750800923712655,14.910800923712655,0.214559746473622,0.5056016453459014,0.3836148546922161,True,3,1.0
KXNBAGAME-26FEB20INDWAS,dog,0.39649639463575714,2026-02-21 01:56:00+00:00,2339.0,4,held_loss,0.010000000000000009,0.0,541.0,-39.64963946357572,-40.06963946357572,0.010000000000000009,0.39649639463575714,0.9747790897085292,False,4,1.0
KXNBAGAME-26FEB20MIAATL,dog,0.39734099465028727,2026-02-21 00:43:00+00:00,115.0,1,held_loss,0.010000000000000009,0.0,2765.0,-39.73409946502873,-40.15409946502873,0.010000000000000009,0.4352730375426621,0.9748327000369007,False,4,3.5
